,id,custom_id,name,url,abbreviation,classification
10259,10260,785397241594-25,European Coil Coating Association,https://www.prepaintedmetal.eu/home,ECCA,
10260,10261,785397241594-25,Downstream Users of Chemicals Coordination Group,https://www.ducc.eu/Home.aspx,DUCC,
10261,10262,689603916934-03,French Foreign Trade Advisors,,CCE,
10262,10263,689603916934-03,International Association ECCO,https://www.ecco-offsets.org/,ECCO,
10263,10264,689603916934-03,World Bank,https://www.worldbank.org/,,
10264,10265,689603916934-03,ICC- International Chamber of Commerce,https://iccwbo.org/,ICC,
10265,10266,689603916934-03,FINANÇONS-NOUS! collaborative funding,https://financons-nous.fr/,,
10266,10267,689603916934-03,OMN (Overseas Network-Heads of ultramarine companies),,OMN,
10267,10268,63520148700-95,Bundesverband der Volks- und Raffeisenbanken e.V.,,,
10268,10269,63520148700-95,Bundesverband Deutscher Stiftungen e.V.,,,
10269,10270,63520148700-95,Forschungsinstitut für ethisch-ökologische Geldanlagen,,FIFEGA,
10270,10271,63520148700-95,Genossenschaftsverband-Verband der Regionen e.V.,,,
10271,10272,63520148700-95,Vereinigung für Bankberufsbildung e.V.,,VBB,
10272,10273,63520148700-95,Vereinigung für Bankbetriebsorganisation e.V.,,VBO,
10273,10274,63520148700-95,Innova e.G.,,,
10274,10275,101582711494-15,Carbon Pricing Leadership Coalition of the World Bank,www.carbonpricingleadership.org/,,
10275,10276,101582711494-15,Global Climate Forum,https://globalclimateforum.org/,,
10276,10277,101582711494-15,EIT Climate-KIC,https://www.climate-kic.org/,,
10277,10278,101582711494-15,Just Transition Taskforce of the Powering Past Coal Alliance,https://poweringpastcoal.org/,,
10278,10279,101582711494-15,Coalition for the International Platform on Climate Finance,,,
10279,10280,962717910722-61,Global Investor Coalition on Climate Change,http://globalinvestorcoalition.org/,,
10280,10281,673091017982-82,European Trade Union Confederation,www.etuc.org,ETUC,
10281,10282,47338336902-73,Daikin Europe NV,,,
10282,10283,47338336902-73,,,EPEE,
10283,10284,47338336902-73,,,APPLiA,
10284,10285,47338336902-73,,,JBCE,
10285,10286,47338336902-73,,,EHI,
10286,10287,47338336902-73,,,EHPA,
10287,10288,47338336902-73,,,REHVA,
10288,10289,47338336902-73,,,EuroACE,
10289,10290,47338336902-73,,,Eurovent,
10290,10291,47338336902-73,,,EVIA,
10291,10292,65470797015-89,International Confederation of Energy Regulators,,ICER,
10292,10293,075641328768-87,Council of British Chamber of Commerce Europe,http://www.cobcoe.eu/,,
10293,10294,494128534615-03,Associazione Civita,,,
10294,10295,494128534615-03,Aspen Institute,,,
10295,10296,494128534615-03,Confindustria,,,
10296,10297,941426139196-80,Initiative for Science in Europe,https://initiative-se.eu/,ISE,
10297,10298,453186645428-48,European Habitat Forum,https://www.iucn.org/regions/europe/our-work/policy/eu-biodiversity-policy/european-habitats-forum,,
10298,10299,20396927547-17,Transport& Environment,,T&E,
10299,10300,20396927547-17,European Passengers Federation,,epf,
10300,10301,20396927547-17,Allianz pro Schiene,,,
10301,10302,20396927547-17,Verbraucherzentrale Bundesverband,,,
10302,10303,20396927547-17,Klimaallianz Deutschland,,,
10303,10304,20396927547-17,Deutscher Naturschutzring,,DNR,
10304,10305,85018278146-57,KDT,,,
10305,10306,913858710558-02,European Network of Safety an Health Professional Organisations,,ENSHPO,
10306,10307,913858710558-02,International Network of Safety and Health Practitioner Organisations,,INSHPO,
10307,10308,913858710558-02,Center for Safety and Health Sustainability,,CSHS,
10308,10309,913858710558-02,International Labour Organization,,,
10309,10310,913858710558-02,World Health Organization,,,
10310,10311,913858710558-02,Council for Work and Health,,,
10311,10312,913858710558-02,International Standardization Organization ISO working group 45001 Occupational safety and health,,,
10312,10313,913858710558-02,Joint Institutional Group on Safety and Risk,,,
10313,10314,913858710558-02,Hazards Forum,,,
10314,10315,913858710558-02,The European Network Education and Training in Occupational Safety and Health ENETOSH,,,
10315,10316,913858710558-02,Commonwealth,,,
10316,10317,913858710558-02,Asia Pacific Occupational Safety and Health Organisations,,APOSHO,
10317,10318,685637510818-17,National Chamber of Commerce,www.kig.pl,,
10318,10319,17089279239-16,"Aerospace, Defense and Space Industries Association in Spain",,TEDAE,
10319,10320,17089279239-16,"Aerospace, Space and Defense Association",,ASD,
10321,10322,74923516160-01,European Economic and Social Committee,,EESC,
10322,10323,74923516160-01,Civil Society Contact Group,,CSCG,
10323,10324,74923516160-01,European Alliance for a European Association Statute,,EASEA,
10324,10325,74923516160-01,European Alliance on the European Year 2013 of Citizens,,,
10325,10326,74923516160-01,Civil Society Europe,,,
10326,10327,996250931567-16,Social Enterprise republic of Ireland,https://www.socialenterprise.ie/,SERI,
10327,10328,996250931567-16,The Community Enterprise Association Ireland,https://communityenterprise.ie/,CEAI,
10328,10329,996250931567-16,The European Social Enterprise Network,https://euclidnetwork.eu/,EUCLID,
10329,10330,996250931567-16,European Network of Social Integration Enterprises,https://www.ensie.org/,ENSIE,
10330,10331,996250931567-16,The Wheel,https://www.wheel.ie/,,
10331,10332,996250931567-16,South Dublin Chamber of Commerce,https://www.sdchamber.ie/,,
10332,10333,996250931567-16,Ireland’s National Hub Network,https://connectedhubs.ie/,,
10333,10334,996250931567-16,European network of innovation for inclusion,https://europeannetforinclusion.accioncontraelhambre.org/,,
10334,10335,059126330796-11,European Network of Maritime Cluster,,ENMC,
10335,10336,752385731275-18,World Health Organization,https://www.who.int/,WHO,
10336,10337,752385731275-18,United Nations,https://www.un.org/,UN,
10337,10338,752385731275-18,International Monetary Fund,https://www.imf.org/,IMF,
10338,10339,752385731275-18,World Bank,https://www.worldbank.org/,WB,
10339,10340,752385731275-18,Organisation for Economic Co-operation and Development,https://www.oecd.org/,OECD,
10340,10341,736467635874-04,JSDA,,JSDA,abbreviation
10341,10342,736467635874-04,ISDA,,ISDA,abbreviation
10342,10343,736467635874-04,UK Finance,,,
10343,10344,736467635874-04,AFME,,AFME,abbreviation
10344,10345,736467635874-04,TheCity UK,,,
10345,10346,03018678163-37,Groupement pharmaceutique de l'Union européenne,,GPUE/PGEU,
10346,10347,03018678163-37,Groupement des pharmaciens de l'industrie en Europe,,GPIE/EIPG,
10347,10348,03018678163-37,association des pharmaciens employés d'officine en Europe,,EPhEu,
10348,10349,03018678163-37,Association européenne des autorités compétentes pour les professions de santé,,EurHeCA,
10349,10350,90526016248-05,Organisation Internationale de la Vigne et du Vin,,OIV,
10350,10351,773713447849-26,Euronews,,UER/EBU,
10351,10352,08215638217-13,Architects´Council of Europe,,ACE,
10352,10353,08215638217-13,European Network of Architects´Competent Authorities,,ENACA,
10353,10354,08215638217-13,Union Internationale des Architectes,,UIA,
10354,10355,52022129231-93,The House of the Dutch Provinces,http://www.nl-prov.eu,,
10355,10356,15541779741-26,Asociación Española del Hidrógeno,,AEH2,
10356,10357,15541779741-26,Asociación Española de Pilas de Combustible,,APPICE,
10357,10358,15541779741-26,Plataforma Tecnológica Española del Hidrógeno y de las Pilas de Combustible,,PTEHPC,
10358,10359,15541779741-26,Plataforma Española de Seguridad Industrial,,PESI,
10359,10360,15541779741-26,Plataforma Española de Redes Eléctricas,,FUTURED,
10360,10361,15541779741-26,Plataforma Tecnológica Ferroviaria Española,,PTFE,
10361,10362,15541779741-26,Plataforma Tecnológica Española de Automoción y Movilidad,,MOVE2FUTURE,
10362,10363,15541779741-26,Plataforma Tecnológica Española de Almacenamiento de Energía,,BatteryPlat,
10363,10364,15541779741-26,Plataforma Tecnológica Española de Materiales Avanzados y Nanomateriales,,MATERPLAT,
10364,10365,15541779741-26,UNE-AENOR,,,
10365,10366,15541779741-26,Sociedad Española de Cerámica y Vidrio,,SECV,
10366,10367,15541779741-26,Clúster Regional del Hidrógeno de Castilla-La Mancha,,,
10367,10368,15541779741-26,Asociación Gallega del Hidrógeno,,,
10368,10369,15541779741-26,Mesa Asturiana del Hidrógeno,,,
10369,10370,15541779741-26,Mesa del Hidrógeno Verde en Extremadura,,,
10370,10371,15541779741-26,Correror Vasco del Hidrógeno,,,
10371,10372,15541779741-26,Hydrogen Europe Research,,HER,
10372,10373,15541779741-26,HYSAFE,,,
10373,10374,15541779741-26,European energy Research Alliance,,EERA,
10374,10375,15541779741-26,Technology Collaboration Programme on Advanced Fuel Cells,,AFC TP,
10375,10376,15541779741-26,IEA Hydrogen TCP,,,
10376,10377,15541779741-26,IEA Advanced Fuel Cells,,AFC TCP,
10377,10378,15541779741-26,European Clean Hydrogen Alliance,,ECH2A,
10378,10379,1078390517-54,European Public Affairs Consultancies Association,,,
10379,10380,1078390517-54,Transatlantic Business Council,,,
10380,10381,1078390517-54,Centre for European Policy Studies,,,
10381,10382,1078390517-54,European Policy Centre,,,
10382,10383,1078390517-54,Friends of Europe,,,
10383,10384,1078390517-54,American Chamber of Commerce EU,,,
10384,10385,1078390517-54,British Chamber of Commerce Brussels,,,
10385,10386,1078390517-54,La Cámara Oficial de Comercio de España en Bélgica y Luxemburgo,,,
10386,10387,1078390517-54,Näringslivets EU-klubb,,,
10387,10388,66126847778-02,Eurelectric,,,
10388,10389,66126847778-02,EFET,,EFET,abbreviation
10389,10390,66126847778-02,WEC,,WEC,abbreviation
10390,10391,153600235416-82,Irish Ports Association,,,
10391,10392,153600235416-82,Wind Energy Ireland,https://windenergyireland.com/,,
10392,10393,153600235416-82,Wind Europe,https://windeurope.org/,,
10393,10394,153600235416-82,,https://www.espo.be/,ESPO,
10394,10395,153600235416-82,,https://www.ibec.ie/,IBEC,
10395,10396,153600235416-82,Galway Chamber of Commerce,https://www.galwaychamber.com,,
10396,10397,103058245890-56,Ergo Network,,,
10397,10398,228119235464-27,International Federation of Surveyors,http://www.ifigs.org/membership/,FIGS,
10398,10399,10102758435-95,AmCham Croatia,https://www.amcham.hr/en/,,
10399,10400,10102758435-95,AmCham Austria,www.amcham.at,,
10400,10401,10102758435-95,Croatian Employers' Association,https://www.hup.hr/en/,,
10401,10402,10102758435-95,Croatian Chamber of Economy,www.hgk.hr,,
10402,10403,850592134404-79,Hellenic Bank Association,,,
10403,10404,249841945849-15,Kasvinsuojeluteollisuus ry,,,
10404,10405,399321042039-28,Aerospace Valley,https://www.aerospace-valley.com/en,,
10405,10406,399321042039-28,Alliance for Internet of Things Innovation,https://aioti.eu,AIOTI,
10406,10407,399321042039-28,Commercial Smallsat Spectrum Management,https://cssma.space/,CSSMA,
10407,10408,399321042039-28,Mouvement des Entreprises de France International,https://www.medefinternational.fr/,Medef International,
10408,10409,399321042039-28,Club Galaxie,https://www.club-galaxie.com/,,
10409,10410,399321042039-28,French Tech Toulouse,https://www.lafrenchtechtoulouse.com/,,
10410,10411,446213921303-71,European Network of Transmission System Operators for Gas,,ENTSOG,
10411,10412,446213921303-71,Gas Infrastructure Europe,,GIE,
10412,10413,446213921303-71,Carbon Capture Storage Association,www.ccsassociation.org,CCSA,
10413,10414,251117611140-75,BUSINESSEUROPE,,,
10414,10415,251117611140-75,Eurofound,,,
10415,10416,251117611140-75,OSHA,,,
10416,10417,23456089829-33,,http://www.assorel.it,,
10417,10418,23456089829-33,,http://interelgroup.com/locations/,,
10418,10419,13985109528-85,FIAB,,FIAB,abbreviation
10419,10420,13985109528-85,TomatoEurope,,,
10420,10421,13985109528-85,AMITOM,,AMITOM,abbreviation
10421,10422,13985109528-85,WPTC,,WPTC,abbreviation
10422,10423,89424237848-89,ICARHMA,www.icarhma.org,,
10423,10424,89424237848-89,eurammon,www.eurammon.com,,
10424,10425,89424237848-89,,,REHVA,
10425,10426,774036539053-60,,https://www.ecf.com,,
10426,10427,198947931231-25,GAIA-X,https://www.data-infrastructure.eu,,
10427,10428,198947931231-25,Amcham,https://amcham.sk/,,
10428,10429,198947931231-25,Slovak Republic (member of EU) government's Innovation Advisory Board,,,
10429,10430,198947931231-25,IDC Technical Computing Advisory Panel,,,
10430,10431,198947931231-25,Forbes Technology Council,,,
10431,10432,198947931231-25,TechTarget,,,
10432,10433,198947931231-25,Unified Extensible Firmware Interface,https://uefi.org/,,
10433,10434,198947931231-25,Open Compute Project,https://www.opencompute.org/,,
10434,10435,198947931231-25,PCI-SIG,https://pcisig.com/,,
10435,10436,763743132433-49,FIA EPTA,https://epta.fia.org,FIA EPTA,name
10436,10437,763743132433-49,ICMA,https://www.icmagroup.org/,ICMA,abbreviation
10437,10438,763743132433-49,AFME,https://www.afme.eu/,AFME,abbreviation
10438,10439,763743132433-49,ISDA,https://www.isda.org/,ISDA,abbreviation
10439,10440,763743132433-49,SIFMA,https://www.sifma.org/,SIFMA,abbreviation
10440,10441,088667934874-58,,https://www.liberties.eu/hu,,
10441,10442,088667934874-58,,https://www.inclo.net/,,
10442,10443,088667934874-58,,https://ifex.org/,,
10443,10444,088667934874-58,,https://www.harm-reduction.org/,,
10444,10445,01788508225-66,Royal Yachting Association,,,
10445,10446,74313108109-71,International Agency for the Prevention of Blindess,http://www.iapb.org,IAPB,
10446,10447,74313108109-71,VISION 2020 - The Right to Sight,http://www.v2020.org,,
10447,10448,74313108109-71,International Disability and Development Consortium,http://www.iddcconsortium.net/,IDDC,
10448,10449,74313108109-71,International Council for Education of People with Visual Impairment,http://www.icevi.org,ICEVI,
10449,10450,74313108109-71,Global Campaign for Education,http://www.campaignforeducation.org,,
10450,10451,74313108109-71,International Coalition for Trachoma Control,http://www.trachomacoalition.org,ICTC,
10451,10452,74313108109-71,European Disability Forum,http://www.edf-feph.org,,
10452,10453,74313108109-71,Human Rights and Democracy Network,http://www.hrdn.eu,,
10453,10454,74313108109-71,European confederation of Relief and Development NGOs,http://concordeurope.org/,,
10454,10455,54228767435-01,CAPIEL LV,,,
10455,10456,54228767435-01,CECAPI,,,
10456,10457,54228767435-01,CECED,,,
10457,10458,54228767435-01,CEMEP,,,
10458,10459,54228767435-01,CIRED,,,
10459,10460,54228767435-01,EPCIA,,,
10460,10461,54228767435-01,ESIA,,,
10461,10462,54228767435-01,Orgalime,,,
10462,10463,54228767435-01,T&D Europe,,,
10463,10464,54228767435-01,UNIFE,,,
10464,10465,60493327921-85,European Network Transmission System Operators,www.entsoe.eu,ENTSO-E,
10465,10466,60493327921-85,The Renewables Grid Initiative,https://renewables-grid.eu/,RGI,
10466,10467,60493327921-85,Florence School of Regulation,,,
10467,10468,60493327921-85,,,CIGRE,
10468,10469,389275311163-19,Bioenergy Europe,,,
10469,10470,389275311163-19,EURELECTRIC,,,
10470,10471,914893310703-33,EuroCommerce,,,
10471,10472,743772111671-60,Branchevereniging VHG,,,
10472,10473,743772111671-60,MKB Nederland,,,
10473,10474,743772111671-60,VNO-NCW,,,
10474,10475,743772111671-60,ELCA,,ELCA,abbreviation
10475,10476,743772111671-60,EILO,,EILO,abbreviation
10476,10477,743772111671-60,EAC,,EAC,abbreviation
10477,10478,499220241809-11,Italian Banking Association,https://www.abi.it/Pagine/default.aspx,,
10478,10479,499220241809-11,Italian Payment Committee,https://www.bancaditalia.it/compiti/sispaga-mercati/comitato-pagamenti-italia/,,
10479,10480,499220241809-11,Inter-banking Convention for Automation,https://www.bancaditalia.it/compiti/sispaga-mercati/comitato-pagamenti-italia/,,
10480,10481,499220241809-11,,https://www.uninfo.it/,UNINFO,
10481,10482,499220241809-11,Berlin Group,https://www.berlin-group.org/open-finance,,
10482,10483,499220241809-11,European Banking Authority,https://www.eba.europa.eu/regulation-and-policy/payment-services-and-electronic-money/eba-working-group-on-apis-under-psd2,EBA,
10483,10484,499220241809-11,European Payment Council,https://www.europeanpaymentscouncil.eu/,EPC,
10484,10485,499220241809-11,International Organization for Standardization,https://committee.iso.org/home/tc68,ISO,
10485,10486,499220241809-11,United Nations Centre for Trade Facilitation and Electronic Business,https://www.unece.org/cefact.html,UN/CEFACT,
10486,10487,96033979469-48,NL Connect,https://www.nlconnect.org/over-ons/onze-partners/,,
10487,10488,47350036909-69,European Laudato Si' Alliance,,ELSi'A,
10488,10489,47350036909-69,European Sunday Alliance,,,
10489,10490,47350036909-69,ecumenical group of Christian organisations,,,
10490,10491,94493048049-38,MedTech Europe,,,
10491,10492,192393934698-62,Friends of the Earth Europe,www.foeeurope.org,,
10492,10493,192393934698-62,Friends of the Earth International,www.foei.org,,
10493,10494,477770033184-93,Exemplar Global,,,
10494,10495,07871007451-40,American Society of Refrigeration and Air-Conditioning Engineers,,ASHRAE,
10495,10496,07871007451-40,Österreichischer Kälte- und Klimaverein,,ÖKKV,
10496,10497,07871007451-40,Schweizer Kälteverband,,SVK,
10497,10498,07871007451-40,Niederländischer Kälteverein,,KNVvK,
10498,10499,07871007451-40,International Institute of Refrigeration,,IIF/IIR,
10499,10500,07871007451-40,Japanese Society of Refrigeration and Air Conditioning Engineers,,JSRAE,
10500,10501,10751968675-85,ESIA,,ESIA,abbreviation
10501,10502,10751968675-85,BITKOM,,BITKOM,abbreviation
10502,10503,10751968675-85,ZVEI,,ZVEI,abbreviation
10503,10504,10751968675-85,VDA,,VDA,abbreviation
10504,10505,10751968675-85,AENEAS,,AENEAS,abbreviation
10505,10506,10751968675-85,Inside,,,
10506,10507,10751968675-85,EPoSS,,EPoSS,abbreviation
10507,10508,10751968675-85,ENISA,,ENISA,abbreviation
10508,10509,10751968675-85,GSMA,,GSMA,abbreviation
10509,10510,10751968675-85,EUROSMART,,EUROSMART,abbreviation
10510,10511,10751968675-85,5G-ACIA Alliance,,,
10511,10512,10751968675-85,SEMI Europe,,,
10512,10513,953933297-85,European Issuers,http://www.europeanissuers.eu/members-associations,,
10513,10514,953933297-85,CEPS,https://www.ceps.eu/about-ceps/membership/ceps-corporate-members/,,
10514,10515,953933297-85,ERCST,https://ercst.org/membership/,,
10515,10516,953933297-85,,,ECGN,
10516,10517,68184848165-11,smeunited,,,
10517,10518,68184848165-11,small business standards,,SBS,
10518,10519,730594411310-38,FoodDrinkEurope,,,
10519,10520,730594411310-38,,,FNLI,
10520,10521,730594411310-38,,,AIM,
10522,10523,768897711187-83,Enterprise Europe Network,,,
10523,10524,939698210655-66,Fertilizers Europe,www.fertilizerseurope.com,,
10524,10525,939698210655-66,CEFIC,www.cefic.org,European Chemical Industry Council,
10525,10526,939698210655-66,VNCI,www.vnci.nl,,
10526,10527,939698210655-66,Meststoffen Nederland,www.meststoffennederland.nl,,
10527,10528,939698210655-66,VNO-NCW,www.vno-ncw.nl,,
10528,10529,208929410103-47,The World Forum on Shooting Activities,,WFSA,
10529,10530,208929410103-47,European Shooting Sports Forum,,ESSF,
10530,10531,38511867304-09,Inititaive for Science in Europe,,ISE,
10531,10532,38511867304-09,Global Plant Council,,GPC,
10532,10533,38511867304-09,European Technology Platform 'Plants for the Future',,Plant ETP,
10533,10534,61991787780-18,European Business Services Roundtable,,EBSRT,
10534,10535,61991787780-18,European Employers' Network,,EEN,
10535,10536,61991787780-18,Bureau for standardisation in Belgium,,NBN,
10536,10537,61991787780-18,European Business Service Alliance,http://servicealliance.eu/,EBSA,
10537,10538,61991787780-18,CEN Cenelec,https://www.cencenelec.eu/,,
10538,10539,00086317186-42,EPSA,https://www.epsa-online.org/partners/,EPSA,abbreviation
10539,10540,00086317186-42,FIP,https://www.fip.org/member-organisations?,FIP,abbreviation
10540,10541,00086317186-42,EFPC,https://euprimarycare.org/members/,EFPC,abbreviation
10541,10542,00086317186-42,EMVO,https://emvo-medicines.eu/mission/emvo-mission/,EMVO,abbreviation
10542,10543,622565933188-30,Deloitte Touche Tohmatsu Limited,www.deloitte.com/about,,
10543,10544,622565933188-30,Deloitte Audit Sarl,,,
10544,10545,622565933188-30,Deloitte Tax & Consulting Sarl,,,
10545,10546,622565933188-30,Deloitte Solutions,,,
10546,10547,047884337604-43,Zero Emissions Platform,www.zep.eu,,
10547,10548,047884337604-43,Hydrogen Europe,https://hydrogeneurope.eu/,,
10548,10549,047884337604-43,Global CCS Institute,https://www.globalccsinstitute.com/,,
10549,10550,963442535926-71,Irish Funds,http://www.irishfunds.ie/,,
10550,10551,07813897843-74,,www.caef.eu,,
10551,10552,10256986723-88,ECTA,,,
10552,10553,10256986723-88,FttH Council,,,
10553,10554,38091528151-27,Forum of International Respiratory Societies,,FIRS,
10554,10555,38091528151-27,Conference of European Respiratory Societies,,CERS,
10555,10556,38091528151-27,European Public Health Alliance,,EPHA,
10556,10557,38091528151-27,Health and Environment Alliance,,HEAL,
10557,10558,38091528151-27,European Chronic Disease Alliance,,ECDA,
10558,10559,38091528151-27,Alliance for Biomedical Research in Europe,,BioMed Alliance,
10559,10560,38091528151-27,Framework Convention Alliance,,FCA,
10560,10561,38091528151-27,European Board for Accreditation in Pneumology,,EBAP,
10561,10562,38091528151-27,EU4Health Civil Society Alliance,,,
10562,10563,38091528151-27,Breath Vision,,,
10563,10564,38091528151-27,International Respiratory Coalition,,,
10564,10565,303833890-77,Associazione Italiana dei Responsabili e degli Esperti di Progetto,http://www.assirep.it,ASSIREP,
10565,10566,307740118910-05,,www.amdea.org.uk,,
10566,10567,85686156700-13,Platform of European Social NGOs,,Social Platform,
10567,10568,85686156700-13,Civil Society Contact Group,,,
10568,10569,85686156700-13,European Economic and Social Committee NGO Liaison Group,,,
10569,10570,85686156700-13,NGO Platform on Migration and Asylum,,,
10570,10571,85686156700-13,Participative status with the Council of Europe and Special status with the United Nations Economic and Social Council,,,
10571,10572,36101356444-26,World Jewish Congress,,EJC,
10572,10573,165202837974-32,DOT Europe,https://doteurope.eu/,,
10573,10574,165202837974-32,Digital Europe,https://www.digitaleurope.org/,,
10574,10575,165202837974-32,European Internet Forum,https://www.internetforum.eu/,,
10575,10576,165202837974-32,,https://cerre.eu/,CERRE,
10576,10577,407687636063-78,Enterprise Europe Network,,,
10577,10578,407687636063-78,Európai Mikrofinanszírozási Hálózat,,,
10578,10579,527859836242-31,,www.c2g2.net,,
10579,10580,653753235084-65,,,CEFS,
10580,10581,653753235084-65,,,IIRB,
10581,10582,5189667783-94,SMEunited,https://smeunited.eu,,
10582,10583,94201247949-87,Orgalim,,,
10583,10584,94201247949-87,,,CEN/CENELEC,
10584,10585,94201247949-87,EUSAS,,,
10585,10586,341436210542-80,COPA,,COPA,abbreviation
10586,10587,341436210542-80,Comitato delle organizzazioni professionali agricole dell’Unione europea,,,
10587,10588,341436210542-80,CEJA,,CEJA,abbreviation
10588,10589,341436210542-80,Consiglio Europeo dei Giovani Agricoltori europei,,,
10589,10590,341436210542-80,GEOPA,,GEOPA,abbreviation
10590,10591,341436210542-80,Gruppo dei datori di lavoro delle organizzazioni professionali agricole dell’Unione europea,,,
10591,10592,341436210542-80,OMA,,OMA,abbreviation
10592,10593,341436210542-80,Organizzazione Mondiale degli Agricoltori,,,
10593,10594,341436210542-80,EUROMONTANA,,,
10594,10595,543287511009-90,Digital Europe,http://www.digitaleurope.org/,,
10595,10596,543287511009-90,,http://www.epeeglobal.org/,EPEE,
10596,10597,543287511009-90,,http://www.clepa.eu/,CLEPA,
10597,10598,543287511009-90,,http://www.jbce.org/,JBCE,
10598,10599,543287511009-90,,http://www.evia.eu/en/,EVIA,
10599,10600,543287511009-90,Business Europe,https://www.businesseurope.eu/,,
10600,10601,557467520774-65,Invest Europe,,,
10601,10602,557467520774-65,,,AIMA,
10602,10603,435377233599-07,VNO NCW,,,
10603,10604,435377233599-07,FME,,,
10604,10605,42178977290-80,European Internet Forum,,,
10605,10606,42178977290-80,,,FAIB,
10606,10607,42178977290-80,,,ETSI,
10607,10608,42178977290-80,,,PAC,
10608,10609,42178977290-80,,,ESAE,
10609,10610,81031887403-27,,,,
10610,10611,272147732951-48,American Chamber of Commerce,,,
10611,10612,272147732951-48,Belgian Association of Insurance Brokers,,BVVM / UPCA,
10612,10613,272147732951-48,,,BFF,
10613,10614,272147732951-48,,,EHFCN,
10614,10615,164326630482-22,Blockchain for Europe,https://blockchain4europe.eu/,,
10615,10616,164326630482-22,Digital Euro Association,https://home.digital-euro-association.de/en,,
10616,10617,68216877436-29,Association internationale Initiatives et Changement,,,
10617,10618,68216877436-29,Foundations for Freedom,,,
10618,10619,68216877436-29,Jeunesse et Education populaire,,,
10619,10620,68216877436-29,Agence nationale du Service civique,,,
10620,10621,68216877436-29,UNESCO,,UNESCO,abbreviation
10621,10622,68216877436-29,UNICEF,,UNICEF,abbreviation
10622,10623,68216877436-29,Institut européen des science humaines,,,
10623,10624,68216877436-29,Fondation Jean Monnet,,,
10624,10625,68216877436-29,Centre européen Robert Schuman,,,
10625,10626,68216877436-29,Coordination Sud,,,
10626,10627,68216877436-29,Démocratie et spiritualité,,,
10627,10628,68216877436-29,Les Abondances,,,
10628,10629,68216877436-29,Comité Régional de Développement Agricole et Rural des Mauges,,,
10629,10630,68216877436-29,Kannerbureau Woolz Luxembourg,,,
10630,10631,68216877436-29,Apprentis d'Auteuil,,,
10631,10632,68216877436-29,Fondation Anna Lindt,,,
10632,10633,68216877436-29,Deutsch-Luxemburgisches Schengen Lyzeum,,,
10633,10634,947705513967-41,Confederación Española de Organizaciones Empresariales,www.ceoe-tenerife.com,CEOE,
10634,10635,947705513967-41,Confederación Española de la Pequeña y Mediana Empresa,,CEPYME,
10635,10636,770879211019-11,"Europees netwerk van steden en regio's gericht op beleid en project ontwikkeling op het gebied van innovatie, onderzoek en technology",,ERRIN,
10636,10637,770879211019-11,Europees steden netwerk gericht op beleidsbeinvloeding en project ontwikkeling op vrijwel alle relevante thema's rakende aan de stedelijke agenda,,EUROCITIES,
10637,10638,770879211019-11,,,ENOLL,
10638,10639,770879211019-11,,,POLIS,
10639,10640,770879211019-11,,,ICLEI,
10640,10641,770879211019-11,,,LUCI,
10641,10642,770879211019-11,,,VANGUARD,
10642,10643,78610009998-13,European Elasmobranch Association,,,
10643,10644,78610009998-13,Wildlife and Countryside Link,,,
10644,10645,78610009998-13,Marine Biological Association,,,
10645,10646,78610009998-13,Global Sharks and Rays Initiative,,,
10646,10647,78610009998-13,Shark League for the Atlantic and Mediterranean,,,
10647,10648,78610009998-13,Angel Shark Conservation Network,,,
10648,10649,40023137761-50,Critical Raw Materials Alliance,,,
10649,10650,40023137761-50,Cross Industry Initiative on better chemicals management,,,
10650,10651,40023137761-50,ASMoR,,,
10651,10652,71338036982-24,COPA-COGECA,,,
10652,10653,71338036982-24,FoodDrinkEurope,,,
10653,10654,71338036982-24,COCERAL,,,
10654,10655,71338036982-24,FEFAC,,,
10655,10656,71338036982-24,European Bioeconomy Alliance,,EUBA,
10656,10657,71338036982-24,European Food Forum,,EFF,
10657,10658,133185330270-75,Eurordis,www.eurordis.org,,
10658,10659,133185330270-75,,https://ccieurope.eu/,CCI-E,
10659,10660,133185330270-75,ERN - PaedCan,https://paedcan.ern-net.eu/,,
10660,10661,133185330270-75,,www.uicc.org,UICC,
10661,10662,133185330270-75,,www.siope.eu,SIOPE,
10663,10664,97628146980-33,Council of Europe,,,
10664,10665,97628146980-33,,,ASEAN,
10665,10666,97628146980-33,African Commission on Human and People's Rights,,,
10666,10667,97628146980-33,African Court on Human and People's Rights,,,
10667,10668,97628146980-33,Inter-American Commission on Human Rights,,,
10668,10669,97628146980-33,Human Rights and Democracy Network,,HRDN,
10669,10670,97628146980-33,European Coalition for Corporate Justice,,ECCJ,
10670,10671,97628146980-33,NGO Platform on Shipbreaking,,,
10671,10672,85235158413-79,European Card Payment Association,,ECPA,
10672,10673,85235158413-79,EPC CARD STAKEHOLDERS GROUP and CARD WORKING GROUP,,,
10673,10674,85235158413-79,nexo,,EPASOrg et OSCar,
10674,10675,85235158413-79,EUROSMART,,,
10675,10676,85235158413-79,PayComm,,,
10676,10677,85235158413-79,EPSM,,,
10677,10678,85235158413-79,ACSEL,,,
10678,10679,85235158413-79,MERCATEL,,,
10679,10680,85235158413-79,Card Fraud Prevention Task force in EPC,,,
10680,10681,85235158413-79,EMVCo,,,
10681,10682,85235158413-79,PCIDDSco,,,
10682,10683,85235158413-79,ISO Groups: ISO20022,,,
10683,10684,85235158413-79,CEN,,,
